,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,cci,pvo,willr,kama,ao,sp,psar,atr,adx,aroon,keltner,boll,stochrsi,macd,kst,vol,trix,emad,ema,hichi
3511,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1281.36,28.17,-49.4,153.29,21.05,-3.92,7.09,14.02,44.0,21.0,23.0,47.73,0.65,2.59,-1.12,1000,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3831,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1245.83,24.61,-49.4,146.26,24.61,0.0,0.0,0.35,1.0,1.0,0.0,100.0,24.61,24.61,0.0,1000,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2214,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1245.54,24.58,-49.4,146.21,24.61,0.0,0.02,0.64,1.0,1.0,0.0,100.0,24.61,24.61,0.0,1000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2041,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1245.54,24.58,-49.4,146.21,24.61,0.0,0.02,0.64,1.0,1.0,0.0,100.0,24.61,24.61,0.0,1000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3427,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1222.81,22.31,-49.4,141.71,20.59,-3.8,11.56,16.37,53.0,21.0,32.0,39.62,0.46,2.93,-1.16,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3484,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1214.6,21.49,-49.4,140.09,19.31,-3.87,14.23,17.19,61.0,28.0,33.0,45.9,0.38,1.76,-0.79,1000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5012,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1185.02,18.53,-49.4,134.24,18.56,0.0,0.02,0.57,1.0,1.0,0.0,100.0,18.56,18.56,0.0,1000,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4700,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1184.72,18.5,-49.4,134.18,18.56,0.0,0.03,0.87,1.0,1.0,0.0,100.0,18.56,18.56,0.0,1000,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4661,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1184.72,18.5,-49.4,134.18,18.56,0.0,0.03,0.87,1.0,1.0,0.0,100.0,18.56,18.56,0.0,1000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3434,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1144.41,14.47,-49.4,126.22,20.83,-3.42,14.83,14.94,50.0,20.0,30.0,40.0,0.36,3.06,-1.43,1000,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4026,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1131.65,13.19,-49.4,123.69,12.74,-4.45,14.91,10.21,33.0,14.0,19.0,42.42,0.46,3.16,-1.53,1000,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1125.34,12.56,-49.4,122.45,15.84,-3.28,20.01,19.25,68.0,28.0,40.0,41.18,0.23,2.0,-1.0,1000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3308,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1118.16,11.84,-49.4,121.03,19.31,-2.86,18.82,17.42,64.0,25.0,39.0,39.06,0.23,1.9,-0.83,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2853,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1116.13,11.64,-49.4,120.63,11.72,0.0,0.05,1.11,1.0,1.0,0.0,100.0,11.72,11.72,0.0,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2860,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1116.13,11.64,-49.4,120.63,11.72,0.0,0.05,1.11,1.0,1.0,0.0,100.0,11.72,11.72,0.0,1000,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
4216,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1090.64,9.09,-49.4,115.59,18.86,-8.71,19.53,7.41,26.0,12.0,14.0,46.15,0.48,3.61,-2.19,1000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
302,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1087.09,8.73,-49.4,114.89,16.72,-5.19,34.43,40.06,132.0,46.0,86.0,34.85,0.13,2.81,-1.3,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3568,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1086.8,8.71,-49.4,114.83,9.03,-0.28,0.3,0.62,2.0,1.0,1.0,50.0,4.38,9.03,-0.28,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3551,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1073.38,7.36,-49.4,112.18,7.36,0.0,0.0,0.31,1.0,1.0,0.0,100.0,7.36,7.36,0.0,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3317,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.5,7.07,-49.4,111.61,7.1,0.0,0.02,0.55,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
188,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.5,7.07,-49.4,111.61,7.1,0.0,0.02,0.55,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
665,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.5,7.07,-49.4,111.61,7.1,0.0,0.02,0.55,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
215,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.5,7.07,-49.4,111.61,7.1,0.0,0.02,0.55,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
175,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.5,7.07,-49.4,111.61,7.1,0.0,0.02,0.55,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
220,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.26,7.05,-49.4,111.56,7.1,0.0,0.05,0.78,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
670,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.26,7.05,-49.4,111.56,7.1,0.0,0.05,0.78,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
185,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.26,7.05,-49.4,111.56,7.1,0.0,0.05,0.78,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3322,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1070.26,7.05,-49.4,111.56,7.1,0.0,0.05,0.78,1.0,1.0,0.0,100.0,7.1,7.1,0.0,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3772,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1068.28,6.85,-49.4,111.17,6.85,0.0,0.0,0.31,1.0,1.0,0.0,100.0,6.85,6.85,0.0,1000,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3456,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1062.24,6.25,-49.4,109.97,6.33,0.0,0.05,1.06,1.0,1.0,0.0,100.0,6.33,6.33,0.0,1000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3554,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1058.91,5.92,-49.4,109.31,5.97,0.0,0.02,0.8,1.0,1.0,0.0,100.0,5.97,5.97,0.0,1000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1587,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1057.72,5.8,-49.4,109.08,15.83,-3.99,23.64,20.24,75.0,32.0,43.0,42.67,0.13,1.66,-1.01,1000,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3384,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1054.68,5.49,-49.4,108.48,4.96,-2.9,6.16,16.33,53.0,26.0,27.0,49.06,0.14,1.15,-0.84,1000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3382,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1047.43,4.77,-49.4,107.05,13.03,-2.9,15.06,12.67,47.0,18.0,29.0,38.3,0.15,2.1,-1.06,1000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
678,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1045.91,4.61,-49.4,106.74,21.69,-4.12,25.06,20.5,78.0,38.0,40.0,48.72,0.12,1.46,-1.15,1000,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3966,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1040.66,4.09,-49.4,105.71,10.98,-4.4,16.24,10.41,35.0,11.0,24.0,31.43,0.18,3.52,-1.35,1000,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1081,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1040.57,4.08,-49.4,105.69,9.03,-4.05,4.69,1.74,6.0,3.0,3.0,50.0,0.76,3.18,-1.65,1000,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
3749,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1037.78,3.8,-49.4,105.14,13.33,-3.92,18.74,12.16,44.0,16.0,28.0,36.36,0.15,2.54,-1.21,1000,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3330,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1036.82,3.71,-49.4,104.95,19.67,-3.26,19.26,17.08,62.0,27.0,35.0,43.55,0.12,1.62,-1.04,1000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3759,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1036.61,3.69,-49.4,104.91,2.74,-1.1,1.14,1.82,6.0,3.0,3.0,50.0,0.64,1.99,-0.72,1000,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1739,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1031.79,3.2,-49.4,103.95,6.22,-1.79,1.83,1.71,4.0,2.0,2.0,50.0,0.87,3.18,-1.44,1000,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
4418,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1029.4,2.96,-49.4,103.48,1.6,0.0,0.05,1.63,3.0,3.0,0.0,100.0,1.02,1.02,0.0,1000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3501,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1025.4,2.56,-49.4,102.69,5.0,-3.86,11.82,22.85,79.0,41.0,38.0,51.9,0.07,1.0,-0.94,1000,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3991,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1024.92,2.52,-49.4,102.6,2.35,0.0,0.05,1.07,2.0,2.0,0.0,100.0,1.29,1.29,0.0,1000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
206,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1023.8,2.4,-49.4,102.38,15.85,-3.25,26.81,23.35,89.0,38.0,51.0,42.7,0.08,1.4,-0.91,1000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4532,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1023.07,2.33,-49.4,102.23,2.51,-0.08,0.17,1.33,2.0,1.0,1.0,50.0,1.21,2.51,-0.08,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2199,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1022.8,2.3,-49.4,102.18,9.31,-12.32,13.85,2.07,4.0,2.0,2.0,50.0,1.01,9.02,-7.0,1000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1639,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1022.12,2.24,-49.4,102.04,15.58,-2.9,24.14,17.31,63.0,23.0,40.0,36.51,0.09,2.13,-1.08,1000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1846,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1021.14,2.14,-49.4,101.85,6.85,-4.05,4.41,0.88,3.0,1.0,2.0,33.33,0.82,6.85,-2.19,1000,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1557,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1019.46,1.97,-49.4,101.52,9.69,-3.7,7.04,1.95,6.0,2.0,4.0,33.33,0.44,5.04,-1.86,1000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4965,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1013.57,1.38,-49.4,100.35,0.85,0.0,0.05,1.31,2.0,2.0,0.0,100.0,0.74,0.74,0.0,1000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1732,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1013.48,1.37,-49.4,100.34,2.24,-0.7,1.03,2.13,7.0,3.0,4.0,42.86,0.22,1.08,-0.42,1000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
312,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1010.24,1.05,-49.4,99.69,16.72,-5.31,33.03,38.38,129.0,45.0,84.0,34.88,0.07,2.67,-1.32,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
4340,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1009.0,0.92,-49.4,99.45,0.99,0.0,0.05,1.01,1.0,1.0,0.0,100.0,0.99,0.99,0.0,1000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3428,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1008.83,0.91,-49.4,99.42,21.04,-3.83,20.05,10.77,40.0,11.0,29.0,27.5,0.12,3.62,-1.21,1000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1767,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1008.72,0.9,-49.4,99.39,0.9,0.0,0.0,0.3,1.0,1.0,0.0,100.0,0.9,0.9,0.0,1000,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3748,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1008.72,0.9,-49.4,99.39,0.9,0.0,0.0,0.3,1.0,1.0,0.0,100.0,0.9,0.9,0.0,1000,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
350,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1005.99,0.62,-49.4,98.85,15.6,-2.9,26.18,18.84,70.0,26.0,44.0,37.14,0.06,1.91,-1.03,1000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4413,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1005.74,0.6,-49.4,98.8,0.67,0.0,0.05,1.01,1.0,1.0,0.0,100.0,0.67,0.67,0.0,1000,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3465,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1005.68,0.59,-49.4,98.79,19.45,-6.47,35.72,60.29,197.0,83.0,114.0,42.13,0.06,2.06,-1.39,1000,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3312,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1005.55,0.58,-49.4,98.77,5.82,-1.98,11.97,9.67,34.0,14.0,20.0,41.18,0.05,1.39,-0.88,1000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4598,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1004.55,0.48,-49.4,98.57,0.55,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.55,0.55,0.0,1000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3729,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1002.97,0.32,-49.4,98.26,2.31,-1.1,1.83,1.75,5.0,2.0,3.0,40.0,0.09,1.23,-0.66,1000,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1593,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1002.74,0.3,-49.4,98.21,2.31,-1.1,1.85,1.98,5.0,2.0,3.0,40.0,0.09,1.23,-0.66,1000,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1768,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1002.26,0.25,-49.4,98.12,13.29,-3.9,21.48,15.97,60.0,22.0,38.0,36.67,0.05,2.04,-1.09,1000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
846,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1002.11,0.23,-49.4,98.09,0.3,0.0,0.07,1.0,1.0,1.0,0.0,100.0,0.3,0.3,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
830,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1002.11,0.23,-49.4,98.09,0.3,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.3,0.3,0.0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
4794,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.81,0.2,-49.4,98.03,0.27,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.27,0.27,0.0,1000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1737,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.43,0.17,-49.4,97.95,0.9,-0.7,0.72,0.6,2.0,1.0,1.0,50.0,0.1,0.9,-0.7,1000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2884,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.4,0.16,-49.4,97.95,0.23,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.23,0.23,0.0,1000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
4001,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.4,0.16,-49.4,97.95,0.23,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.23,0.23,0.0,1000,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4030,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.4,0.16,-49.4,97.95,0.23,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.23,0.23,0.0,1000,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.3,0.15,-49.4,97.93,0.15,0.0,0.0,0.3,1.0,1.0,0.0,100.0,0.15,0.15,0.0,1000,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
772,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1001.09,0.13,-49.4,97.89,0.9,-0.73,0.76,0.6,2.0,1.0,1.0,50.0,0.08,0.9,-0.73,1000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
4355,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1000.99,0.12,-49.4,97.87,0.15,0.0,0.02,0.53,1.0,1.0,0.0,100.0,0.15,0.15,0.0,1000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1951,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1000.0,0.02,-49.4,97.67,0.09,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.09,0.09,0.0,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1992,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1000.0,0.02,-49.4,97.67,0.09,0.0,0.05,1.0,1.0,1.0,0.0,100.0,0.09,0.09,0.0,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2249,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],1000.0,0.02,-49.4,97.67,0.09,0.0,0.07,1.0,1.0,1.0,0.0,100.0,0.09,0.09,0.0,1000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1676,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],998.68,-0.11,-49.4,97.41,0.0,-0.11,0.11,0.3,1.0,0.0,1.0,0.0,-0.11,0.0,-0.11,1000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1681,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],998.68,-0.11,-49.4,97.41,0.0,-0.11,0.11,0.3,1.0,0.0,1.0,0.0,-0.11,0.0,-0.11,1000,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3424,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],997.79,-0.2,-49.4,97.23,0.9,-1.06,1.08,0.6,2.0,1.0,1.0,50.0,-0.08,0.9,-1.06,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1064,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],997.73,-0.2,-49.4,97.22,7.4,-4.05,7.08,1.43,5.0,1.0,4.0,20.0,0.05,7.4,-1.78,1000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
3718,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],997.43,-0.23,-49.4,97.16,0.9,-1.1,1.12,0.6,2.0,1.0,1.0,50.0,-0.1,0.9,-1.1,1000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
321,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],997.13,-0.26,-49.4,97.1,0.0,-0.26,0.26,0.3,1.0,0.0,1.0,0.0,-0.26,0.0,-0.26,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
331,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],997.08,-0.27,-49.4,97.09,0.0,-0.27,0.27,0.3,1.0,0.0,1.0,0.0,-0.27,0.0,-0.27,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
454,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],996.43,-0.33,-49.4,96.96,0.0,-0.33,0.33,0.3,1.0,0.0,1.0,0.0,-0.33,0.0,-0.33,1000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3713,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],995.94,-0.38,-49.4,96.87,2.33,-1.29,2.42,1.81,6.0,2.0,4.0,33.33,-0.04,1.62,-0.86,1000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1535,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],995.88,-0.39,-49.4,96.86,2.17,-1.13,2.04,2.11,7.0,1.0,6.0,14.29,-0.03,2.17,-0.4,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],994.98,-0.48,-49.4,96.68,0.0,-0.48,0.48,0.3,1.0,0.0,1.0,0.0,-0.48,0.0,-0.48,1000,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1814,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],994.95,-0.48,-49.4,96.67,7.97,-4.19,7.82,1.15,4.0,1.0,3.0,25.0,0.01,7.97,-2.64,1000,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2027,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],994.68,-0.51,-49.4,96.62,0.0,-0.49,0.51,0.53,1.0,0.0,1.0,0.0,-0.49,0.0,-0.49,1000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2202,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],994.68,-0.51,-49.4,96.62,0.0,-0.49,0.51,0.53,1.0,0.0,1.0,0.0,-0.49,0.0,-0.49,1000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2209,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],994.68,-0.51,-49.4,96.62,0.0,-0.49,0.51,0.53,1.0,0.0,1.0,0.0,-0.49,0.0,-0.49,1000,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2005,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],994.68,-0.51,-49.4,96.62,0.0,-0.49,0.51,0.53,1.0,0.0,1.0,0.0,-0.49,0.0,-0.49,1000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1536,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],993.54,-0.62,-49.4,96.39,0.0,-0.44,0.62,0.6,2.0,0.0,2.0,0.0,-0.3,0.0,-0.3,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3832,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],992.77,-0.7,-49.4,96.24,0.0,-0.7,0.7,0.3,1.0,0.0,1.0,0.0,-0.7,0.0,-0.7,1000,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3830,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],992.77,-0.7,-49.4,96.24,0.0,-0.7,0.7,0.3,1.0,0.0,1.0,0.0,-0.7,0.0,-0.7,1000,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3828,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],992.77,-0.7,-49.4,96.24,0.0,-0.7,0.7,0.3,1.0,0.0,1.0,0.0,-0.7,0.0,-0.7,1000,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3905,[2022-05-01 00:00:00] -> [2022-06-30 10:00:00],992.77,-0.7,-49.4,96.24,0.0,-0.7,0.7,0.3,1.0,0.0,1.0,0.0,-0.7,0.0,-0.7,1000,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
